id,tag,img_path
2143,h2,..\..\..\data\cropped-by-semantic-tag\2143.png
2144,h2,..\..\..\data\cropped-by-semantic-tag\2144.png
2145,h2,..\..\..\data\cropped-by-semantic-tag\2145.png
2146,h2,..\..\..\data\cropped-by-semantic-tag\2146.png
2147,h2,..\..\..\data\cropped-by-semantic-tag\2147.png
2148,h2,..\..\..\data\cropped-by-semantic-tag\2148.png
2149,footer,..\..\..\data\cropped-by-semantic-tag\2149.png
2150,h2,..\..\..\data\cropped-by-semantic-tag\2150.png
2151,a,..\..\..\data\cropped-by-semantic-tag\2151.png
2152,h2,..\..\..\data\cropped-by-semantic-tag\2152.png
2153,h2,..\..\..\data\cropped-by-semantic-tag\2153.png
2154,input,..\..\..\data\cropped-by-semantic-tag\2154.png
2155,input,..\..\..\data\cropped-by-semantic-tag\2155.png
2156,h2,..\..\..\data\cropped-by-semantic-tag\2156.png
2157,header,..\..\..\data\cropped-by-semantic-tag\2157.png
2158,h1,..\..\..\data\cropped-by-semantic-tag\2158.png
2159,a,..\..\..\data\cropped-by-semantic-tag\2159.png
2160,a,..\..\..\data\cropped-by-semantic-tag\2160.png
2161,button,..\..\..\data\cropped-by-semantic-tag\2161.png
2162,header,..\..\..\data\cropped-by-semantic-tag\2162.png
2163,h1,..\..\..\data\cropped-by-semantic-tag\2163.png
2164,h2,..\..\..\data\cropped-by-semantic-tag\2164.png
2165,h2,..\..\..\data\cropped-by-semantic-tag\2165.png
2166,h2,..\..\..\data\cropped-by-semantic-tag\2166.png
2167,h2,..\..\..\data\cropped-by-semantic-tag\2167.png
2168,h2,..\..\..\data\cropped-by-semantic-tag\2168.png
2169,footer,..\..\..\data\cropped-by-semantic-tag\2169.png
2170,h2,..\..\..\data\cropped-by-semantic-tag\2170.png
2171,footer,..\..\..\data\cropped-by-semantic-tag\2171.png
2172,h2,..\..\..\data\cropped-by-semantic-tag\2172.png
2173,h2,..\..\..\data\cropped-by-semantic-tag\2173.png
2174,input,..\..\..\data\cropped-by-semantic-tag\2174.png
2175,input,..\..\..\data\cropped-by-semantic-tag\2175.png
2176,h2,..\..\..\data\cropped-by-semantic-tag\2176.png
2177,header,..\..\..\data\cropped-by-semantic-tag\2177.png
2178,h1,..\..\..\data\cropped-by-semantic-tag\2178.png
2179,h2,..\..\..\data\cropped-by-semantic-tag\2179.png
2180,h3,..\..\..\data\cropped-by-semantic-tag\2180.png
2181,h3,..\..\..\data\cropped-by-semantic-tag\2181.png
2182,h2,..\..\..\data\cropped-by-semantic-tag\2182.png
2183,footer,..\..\..\data\cropped-by-semantic-tag\2183.png
2184,a,..\..\..\data\cropped-by-semantic-tag\2184.png
2185,header,..\..\..\data\cropped-by-semantic-tag\2185.png
2186,input,..\..\..\data\cropped-by-semantic-tag\2186.png
2187,form,..\..\..\data\cropped-by-semantic-tag\2187.png
2188,input,..\..\..\data\cropped-by-semantic-tag\2188.png
2189,input,..\..\..\data\cropped-by-semantic-tag\2189.png
2190,h2,..\..\..\data\cropped-by-semantic-tag\2190.png
2191,button,..\..\..\data\cropped-by-semantic-tag\2191.png
2192,input,..\..\..\data\cropped-by-semantic-tag\2192.png
2193,input,..\..\..\data\cropped-by-semantic-tag\2193.png
2194,h2,..\..\..\data\cropped-by-semantic-tag\2194.png
2195,h2,..\..\..\data\cropped-by-semantic-tag\2195.png
2196,a,..\..\..\data\cropped-by-semantic-tag\2196.png
2197,h2,..\..\..\data\cropped-by-semantic-tag\2197.png
2198,button,..\..\..\data\cropped-by-semantic-tag\2198.png
2199,h2,..\..\..\data\cropped-by-semantic-tag\2199.png
2200,h2,..\..\..\data\cropped-by-semantic-tag\2200.png
2201,h2,..\..\..\data\cropped-by-semantic-tag\2201.png
2202,h2,..\..\..\data\cropped-by-semantic-tag\2202.png
2203,h2,..\..\..\data\cropped-by-semantic-tag\2203.png
2204,h2,..\..\..\data\cropped-by-semantic-tag\2204.png
2205,h2,..\..\..\data\cropped-by-semantic-tag\2205.png
2206,a,..\..\..\data\cropped-by-semantic-tag\2206.png
2207,h2,..\..\..\data\cropped-by-semantic-tag\2207.png
2208,h3,..\..\..\data\cropped-by-semantic-tag\2208.png
2209,form,..\..\..\data\cropped-by-semantic-tag\2209.png
2210,input,..\..\..\data\cropped-by-semantic-tag\2210.png
2211,button,..\..\..\data\cropped-by-semantic-tag\2211.png
2212,a,..\..\..\data\cropped-by-semantic-tag\2212.png
2213,h1,..\..\..\data\cropped-by-semantic-tag\2213.png
2214,h2,..\..\..\data\cropped-by-semantic-tag\2214.png
2215,h2,..\..\..\data\cropped-by-semantic-tag\2215.png
2216,a,..\..\..\data\cropped-by-semantic-tag\2216.png
2217,a,..\..\..\data\cropped-by-semantic-tag\2217.png
2218,a,..\..\..\data\cropped-by-semantic-tag\2218.png
2219,footer,..\..\..\data\cropped-by-semantic-tag\2219.png
2220,h2,..\..\..\data\cropped-by-semantic-tag\2220.png
2221,h3,..\..\..\data\cropped-by-semantic-tag\2221.png
2222,form,..\..\..\data\cropped-by-semantic-tag\2222.png
2223,input,..\..\..\data\cropped-by-semantic-tag\2223.png
2224,button,..\..\..\data\cropped-by-semantic-tag\2224.png
2225,h1,..\..\..\data\cropped-by-semantic-tag\2225.png
2226,button,..\..\..\data\cropped-by-semantic-tag\2226.png
2227,button,..\..\..\data\cropped-by-semantic-tag\2227.png
2228,h2,..\..\..\data\cropped-by-semantic-tag\2228.png
2229,h3,..\..\..\data\cropped-by-semantic-tag\2229.png
2230,h3,..\..\..\data\cropped-by-semantic-tag\2230.png
2231,h3,..\..\..\data\cropped-by-semantic-tag\2231.png
2232,h3,..\..\..\data\cropped-by-semantic-tag\2232.png
2233,a,..\..\..\data\cropped-by-semantic-tag\2233.png
2234,h3,..\..\..\data\cropped-by-semantic-tag\2234.png
2235,h3,..\..\..\data\cropped-by-semantic-tag\2235.png
2236,h3,..\..\..\data\cropped-by-semantic-tag\2236.png
2237,h2,..\..\..\data\cropped-by-semantic-tag\2237.png
2238,h3,..\..\..\data\cropped-by-semantic-tag\2238.png
2239,h3,..\..\..\data\cropped-by-semantic-tag\2239.png
2240,h3,..\..\..\data\cropped-by-semantic-tag\2240.png
2241,h3,..\..\..\data\cropped-by-semantic-tag\2241.png
2242,h3,..\..\..\data\cropped-by-semantic-tag\2242.png
2243,a,..\..\..\data\cropped-by-semantic-tag\2243.png
2244,h3,..\..\..\data\cropped-by-semantic-tag\2244.png
2245,h3,..\..\..\data\cropped-by-semantic-tag\2245.png
2246,h3,..\..\..\data\cropped-by-semantic-tag\2246.png
2247,h3,..\..\..\data\cropped-by-semantic-tag\2247.png
2248,h3,..\..\..\data\cropped-by-semantic-tag\2248.png
2249,h3,..\..\..\data\cropped-by-semantic-tag\2249.png
2250,h3,..\..\..\data\cropped-by-semantic-tag\2250.png
2251,h3,..\..\..\data\cropped-by-semantic-tag\2251.png
2252,h3,..\..\..\data\cropped-by-semantic-tag\2252.png
2253,h3,..\..\..\data\cropped-by-semantic-tag\2253.png
2254,h3,..\..\..\data\cropped-by-semantic-tag\2254.png
2255,h3,..\..\..\data\cropped-by-semantic-tag\2255.png
2256,footer,..\..\..\data\cropped-by-semantic-tag\2256.png
2257,h2,..\..\..\data\cropped-by-semantic-tag\2257.png
2258,h3,..\..\..\data\cropped-by-semantic-tag\2258.png
2259,form,..\..\..\data\cropped-by-semantic-tag\2259.png
2260,input,..\..\..\data\cropped-by-semantic-tag\2260.png
2261,button,..\..\..\data\cropped-by-semantic-tag\2261.png
2262,a,..\..\..\data\cropped-by-semantic-tag\2262.png
2263,h1,..\..\..\data\cropped-by-semantic-tag\2263.png
2264,h2,..\..\..\data\cropped-by-semantic-tag\2264.png
2265,a,..\..\..\data\cropped-by-semantic-tag\2265.png
2266,footer,..\..\..\data\cropped-by-semantic-tag\2266.png
2267,h2,..\..\..\data\cropped-by-semantic-tag\2267.png
2268,h3,..\..\..\data\cropped-by-semantic-tag\2268.png
2269,form,..\..\..\data\cropped-by-semantic-tag\2269.png
2270,input,..\..\..\data\cropped-by-semantic-tag\2270.png
2271,button,..\..\..\data\cropped-by-semantic-tag\2271.png
2272,h1,..\..\..\data\cropped-by-semantic-tag\2272.png
2273,h2,..\..\..\data\cropped-by-semantic-tag\2273.png
2274,h2,..\..\..\data\cropped-by-semantic-tag\2274.png
2275,a,..\..\..\data\cropped-by-semantic-tag\2275.png
2276,h2,..\..\..\data\cropped-by-semantic-tag\2276.png
2277,footer,..\..\..\data\cropped-by-semantic-tag\2277.png
2278,h2,..\..\..\data\cropped-by-semantic-tag\2278.png
2279,h3,..\..\..\data\cropped-by-semantic-tag\2279.png
2280,a,..\..\..\data\cropped-by-semantic-tag\2280.png
2281,form,..\..\..\data\cropped-by-semantic-tag\2281.png
2282,input,..\..\..\data\cropped-by-semantic-tag\2282.png
2283,button,..\..\..\data\cropped-by-semantic-tag\2283.png
2284,h1,..\..\..\data\cropped-by-semantic-tag\2284.png
2285,h2,..\..\..\data\cropped-by-semantic-tag\2285.png
2286,h2,..\..\..\data\cropped-by-semantic-tag\2286.png
2287,h2,..\..\..\data\cropped-by-semantic-tag\2287.png
2288,h2,..\..\..\data\cropped-by-semantic-tag\2288.png
2289,h2,..\..\..\data\cropped-by-semantic-tag\2289.png
2290,h2,..\..\..\data\cropped-by-semantic-tag\2290.png
2291,h2,..\..\..\data\cropped-by-semantic-tag\2291.png
2292,footer,..\..\..\data\cropped-by-semantic-tag\2292.png
2293,h2,..\..\..\data\cropped-by-semantic-tag\2293.png
2294,h3,..\..\..\data\cropped-by-semantic-tag\2294.png
2295,form,..\..\..\data\cropped-by-semantic-tag\2295.png
2296,input,..\..\..\data\cropped-by-semantic-tag\2296.png
2297,button,..\..\..\data\cropped-by-semantic-tag\2297.png
2298,a,..\..\..\data\cropped-by-semantic-tag\2298.png
2299,h2,..\..\..\data\cropped-by-semantic-tag\2299.png
2300,form,..\..\..\data\cropped-by-semantic-tag\2300.png
2301,a,..\..\..\data\cropped-by-semantic-tag\2301.png
2302,footer,..\..\..\data\cropped-by-semantic-tag\2302.png
2303,h2,..\..\..\data\cropped-by-semantic-tag\2303.png
2304,h3,..\..\..\data\cropped-by-semantic-tag\2304.png
2305,form,..\..\..\data\cropped-by-semantic-tag\2305.png
2306,input,..\..\..\data\cropped-by-semantic-tag\2306.png
2307,button,..\..\..\data\cropped-by-semantic-tag\2307.png
2308,h2,..\..\..\data\cropped-by-semantic-tag\2308.png
2309,form,..\..\..\data\cropped-by-semantic-tag\2309.png
2310,input,..\..\..\data\cropped-by-semantic-tag\2310.png
2311,footer,..\..\..\data\cropped-by-semantic-tag\2311.png
2312,h2,..\..\..\data\cropped-by-semantic-tag\2312.png
2313,h3,..\..\..\data\cropped-by-semantic-tag\2313.png
2314,form,..\..\..\data\cropped-by-semantic-tag\2314.png
2315,input,..\..\..\data\cropped-by-semantic-tag\2315.png
2316,button,..\..\..\data\cropped-by-semantic-tag\2316.png
2317,h1,..\..\..\data\cropped-by-semantic-tag\2317.png
2318,h2,..\..\..\data\cropped-by-semantic-tag\2318.png
2319,h2,..\..\..\data\cropped-by-semantic-tag\2319.png
2320,h2,..\..\..\data\cropped-by-semantic-tag\2320.png
2321,footer,..\..\..\data\cropped-by-semantic-tag\2321.png
2322,h2,..\..\..\data\cropped-by-semantic-tag\2322.png
2323,h3,..\..\..\data\cropped-by-semantic-tag\2323.png
2324,form,..\..\..\data\cropped-by-semantic-tag\2324.png
2325,input,..\..\..\data\cropped-by-semantic-tag\2325.png
2326,button,..\..\..\data\cropped-by-semantic-tag\2326.png
2327,input,..\..\..\data\cropped-by-semantic-tag\2327.png
2328,h1,..\..\..\data\cropped-by-semantic-tag\2328.png
2329,h2,..\..\..\data\cropped-by-semantic-tag\2329.png
2330,h2,..\..\..\data\cropped-by-semantic-tag\2330.png
2331,h2,..\..\..\data\cropped-by-semantic-tag\2331.png
2332,h2,..\..\..\data\cropped-by-semantic-tag\2332.png
2333,h2,..\..\..\data\cropped-by-semantic-tag\2333.png
2334,h2,..\..\..\data\cropped-by-semantic-tag\2334.png
2335,a,..\..\..\data\cropped-by-semantic-tag\2335.png
2336,header,..\..\..\data\cropped-by-semantic-tag\2336.png
2337,input,..\..\..\data\cropped-by-semantic-tag\2337.png
2338,button,..\..\..\data\cropped-by-semantic-tag\2338.png
2339,button,..\..\..\data\cropped-by-semantic-tag\2339.png
2340,button,..\..\..\data\cropped-by-semantic-tag\2340.png
2341,header,..\..\..\data\cropped-by-semantic-tag\2341.png
2342,h1,..\..\..\data\cropped-by-semantic-tag\2342.png
2343,h2,..\..\..\data\cropped-by-semantic-tag\2343.png
2344,a,..\..\..\data\cropped-by-semantic-tag\2344.png
2345,button,..\..\..\data\cropped-by-semantic-tag\2345.png
2346,button,..\..\..\data\cropped-by-semantic-tag\2346.png
2347,button,..\..\..\data\cropped-by-semantic-tag\2347.png
2348,button,..\..\..\data\cropped-by-semantic-tag\2348.png
2349,button,..\..\..\data\cropped-by-semantic-tag\2349.png
2350,button,..\..\..\data\cropped-by-semantic-tag\2350.png
2351,button,..\..\..\data\cropped-by-semantic-tag\2351.png
2352,button,..\..\..\data\cropped-by-semantic-tag\2352.png
2353,button,..\..\..\data\cropped-by-semantic-tag\2353.png
2354,button,..\..\..\data\cropped-by-semantic-tag\2354.png
2355,button,..\..\..\data\cropped-by-semantic-tag\2355.png
2356,button,..\..\..\data\cropped-by-semantic-tag\2356.png
2357,button,..\..\..\data\cropped-by-semantic-tag\2357.png
2358,button,..\..\..\data\cropped-by-semantic-tag\2358.png
2359,button,..\..\..\data\cropped-by-semantic-tag\2359.png
2360,button,..\..\..\data\cropped-by-semantic-tag\2360.png
2361,button,..\..\..\data\cropped-by-semantic-tag\2361.png
2362,button,..\..\..\data\cropped-by-semantic-tag\2362.png
2363,button,..\..\..\data\cropped-by-semantic-tag\2363.png
2364,button,..\..\..\data\cropped-by-semantic-tag\2364.png
2365,button,..\..\..\data\cropped-by-semantic-tag\2365.png
2366,button,..\..\..\data\cropped-by-semantic-tag\2366.png
2367,h3,..\..\..\data\cropped-by-semantic-tag\2367.png
2368,button,..\..\..\data\cropped-by-semantic-tag\2368.png
2369,button,..\..\..\data\cropped-by-semantic-tag\2369.png
2370,button,..\..\..\data\cropped-by-semantic-tag\2370.png
2371,button,..\..\..\data\cropped-by-semantic-tag\2371.png
2372,button,..\..\..\data\cropped-by-semantic-tag\2372.png
2373,button,..\..\..\data\cropped-by-semantic-tag\2373.png
2374,button,..\..\..\data\cropped-by-semantic-tag\2374.png
2375,button,..\..\..\data\cropped-by-semantic-tag\2375.png
2376,button,..\..\..\data\cropped-by-semantic-tag\2376.png
2377,button,..\..\..\data\cropped-by-semantic-tag\2377.png
2378,button,..\..\..\data\cropped-by-semantic-tag\2378.png
2379,button,..\..\..\data\cropped-by-semantic-tag\2379.png
2380,button,..\..\..\data\cropped-by-semantic-tag\2380.png
2381,button,..\..\..\data\cropped-by-semantic-tag\2381.png
2382,button,..\..\..\data\cropped-by-semantic-tag\2382.png
2383,button,..\..\..\data\cropped-by-semantic-tag\2383.png
2384,button,..\..\..\data\cropped-by-semantic-tag\2384.png
2385,button,..\..\..\data\cropped-by-semantic-tag\2385.png
2386,button,..\..\..\data\cropped-by-semantic-tag\2386.png
2387,button,..\..\..\data\cropped-by-semantic-tag\2387.png
2388,button,..\..\..\data\cropped-by-semantic-tag\2388.png
2389,button,..\..\..\data\cropped-by-semantic-tag\2389.png
2390,button,..\..\..\data\cropped-by-semantic-tag\2390.png
2391,button,..\..\..\data\cropped-by-semantic-tag\2391.png
2392,button,..\..\..\data\cropped-by-semantic-tag\2392.png
2393,button,..\..\..\data\cropped-by-semantic-tag\2393.png
2394,button,..\..\..\data\cropped-by-semantic-tag\2394.png
2395,button,..\..\..\data\cropped-by-semantic-tag\2395.png
2396,button,..\..\..\data\cropped-by-semantic-tag\2396.png
2397,button,..\..\..\data\cropped-by-semantic-tag\2397.png
2398,button,..\..\..\data\cropped-by-semantic-tag\2398.png
2399,button,..\..\..\data\cropped-by-semantic-tag\2399.png
2400,button,..\..\..\data\cropped-by-semantic-tag\2400.png
2401,button,..\..\..\data\cropped-by-semantic-tag\2401.png
2402,button,..\..\..\data\cropped-by-semantic-tag\2402.png
2403,button,..\..\..\data\cropped-by-semantic-tag\2403.png
2404,button,..\..\..\data\cropped-by-semantic-tag\2404.png
2405,button,..\..\..\data\cropped-by-semantic-tag\2405.png
2406,button,..\..\..\data\cropped-by-semantic-tag\2406.png
2407,button,..\..\..\data\cropped-by-semantic-tag\2407.png
2408,button,..\..\..\data\cropped-by-semantic-tag\2408.png
2409,button,..\..\..\data\cropped-by-semantic-tag\2409.png
2410,button,..\..\..\data\cropped-by-semantic-tag\2410.png
2411,button,..\..\..\data\cropped-by-semantic-tag\2411.png
2412,button,..\..\..\data\cropped-by-semantic-tag\2412.png
2413,button,..\..\..\data\cropped-by-semantic-tag\2413.png
2414,button,..\..\..\data\cropped-by-semantic-tag\2414.png
2415,button,..\..\..\data\cropped-by-semantic-tag\2415.png
2416,button,..\..\..\data\cropped-by-semantic-tag\2416.png
2417,button,..\..\..\data\cropped-by-semantic-tag\2417.png
2418,button,..\..\..\data\cropped-by-semantic-tag\2418.png
2419,button,..\..\..\data\cropped-by-semantic-tag\2419.png
2420,button,..\..\..\data\cropped-by-semantic-tag\2420.png
2421,button,..\..\..\data\cropped-by-semantic-tag\2421.png
2422,button,..\..\..\data\cropped-by-semantic-tag\2422.png
2423,header,..\..\..\data\cropped-by-semantic-tag\2423.png
2424,input,..\..\..\data\cropped-by-semantic-tag\2424.png
2425,button,..\..\..\data\cropped-by-semantic-tag\2425.png
2426,button,..\..\..\data\cropped-by-semantic-tag\2426.png
2427,button,..\..\..\data\cropped-by-semantic-tag\2427.png
2428,header,..\..\..\data\cropped-by-semantic-tag\2428.png
2429,h1,..\..\..\data\cropped-by-semantic-tag\2429.png
2430,button,..\..\..\data\cropped-by-semantic-tag\2430.png
2431,button,..\..\..\data\cropped-by-semantic-tag\2431.png
2432,button,..\..\..\data\cropped-by-semantic-tag\2432.png
2433,button,..\..\..\data\cropped-by-semantic-tag\2433.png
2434,button,..\..\..\data\cropped-by-semantic-tag\2434.png
2435,button,..\..\..\data\cropped-by-semantic-tag\2435.png
2436,button,..\..\..\data\cropped-by-semantic-tag\2436.png
2437,button,..\..\..\data\cropped-by-semantic-tag\2437.png
2438,button,..\..\..\data\cropped-by-semantic-tag\2438.png
2439,button,..\..\..\data\cropped-by-semantic-tag\2439.png
2440,button,..\..\..\data\cropped-by-semantic-tag\2440.png
2441,button,..\..\..\data\cropped-by-semantic-tag\2441.png
2442,button,..\..\..\data\cropped-by-semantic-tag\2442.png
2443,button,..\..\..\data\cropped-by-semantic-tag\2443.png
2444,button,..\..\..\data\cropped-by-semantic-tag\2444.png
2445,button,..\..\..\data\cropped-by-semantic-tag\2445.png
2446,button,..\..\..\data\cropped-by-semantic-tag\2446.png
2447,button,..\..\..\data\cropped-by-semantic-tag\2447.png
2448,button,..\..\..\data\cropped-by-semantic-tag\2448.png
2449,button,..\..\..\data\cropped-by-semantic-tag\2449.png
2450,button,..\..\..\data\cropped-by-semantic-tag\2450.png
2451,button,..\..\..\data\cropped-by-semantic-tag\2451.png
2452,button,..\..\..\data\cropped-by-semantic-tag\2452.png
2453,button,..\..\..\data\cropped-by-semantic-tag\2453.png
2454,button,..\..\..\data\cropped-by-semantic-tag\2454.png
2455,h3,..\..\..\data\cropped-by-semantic-tag\2455.png
2456,h2,..\..\..\data\cropped-by-semantic-tag\2456.png
2457,h2,..\..\..\data\cropped-by-semantic-tag\2457.png
2458,h2,..\..\..\data\cropped-by-semantic-tag\2458.png
2459,a,..\..\..\data\cropped-by-semantic-tag\2459.png
2460,h2,..\..\..\data\cropped-by-semantic-tag\2460.png
2461,a,..\..\..\data\cropped-by-semantic-tag\2461.png
2462,header,..\..\..\data\cropped-by-semantic-tag\2462.png
2463,form,..\..\..\data\cropped-by-semantic-tag\2463.png
2464,button,..\..\..\data\cropped-by-semantic-tag\2464.png
2465,form,..\..\..\data\cropped-by-semantic-tag\2465.png
2466,input,..\..\..\data\cropped-by-semantic-tag\2466.png
2467,h1,..\..\..\data\cropped-by-semantic-tag\2467.png
2468,footer,..\..\..\data\cropped-by-semantic-tag\2468.png
2469,a,..\..\..\data\cropped-by-semantic-tag\2469.png
2470,h1,..\..\..\data\cropped-by-semantic-tag\2470.png
2471,button,..\..\..\data\cropped-by-semantic-tag\2471.png
2472,h1,..\..\..\data\cropped-by-semantic-tag\2472.png
2473,button,..\..\..\data\cropped-by-semantic-tag\2473.png
2474,button,..\..\..\data\cropped-by-semantic-tag\2474.png
2475,header,..\..\..\data\cropped-by-semantic-tag\2475.png
2476,button,..\..\..\data\cropped-by-semantic-tag\2476.png
2477,form,..\..\..\data\cropped-by-semantic-tag\2477.png
2478,input,..\..\..\data\cropped-by-semantic-tag\2478.png
2479,button,..\..\..\data\cropped-by-semantic-tag\2479.png
2480,button,..\..\..\data\cropped-by-semantic-tag\2480.png
2481,h2,..\..\..\data\cropped-by-semantic-tag\2481.png
2482,h2,..\..\..\data\cropped-by-semantic-tag\2482.png
2483,h2,..\..\..\data\cropped-by-semantic-tag\2483.png
2484,h2,..\..\..\data\cropped-by-semantic-tag\2484.png
2485,h2,..\..\..\data\cropped-by-semantic-tag\2485.png
2486,a,..\..\..\data\cropped-by-semantic-tag\2486.png
2487,h2,..\..\..\data\cropped-by-semantic-tag\2487.png
2488,h2,..\..\..\data\cropped-by-semantic-tag\2488.png
2489,h2,..\..\..\data\cropped-by-semantic-tag\2489.png
2490,h2,..\..\..\data\cropped-by-semantic-tag\2490.png
2491,h2,..\..\..\data\cropped-by-semantic-tag\2491.png
2492,a,..\..\..\data\cropped-by-semantic-tag\2492.png
2493,a,..\..\..\data\cropped-by-semantic-tag\2493.png
2494,h2,..\..\..\data\cropped-by-semantic-tag\2494.png
2495,h2,..\..\..\data\cropped-by-semantic-tag\2495.png
2496,h2,..\..\..\data\cropped-by-semantic-tag\2496.png
2497,form,..\..\..\data\cropped-by-semantic-tag\2497.png
2498,h3,..\..\..\data\cropped-by-semantic-tag\2498.png
2499,input,..\..\..\data\cropped-by-semantic-tag\2499.png
2500,input,..\..\..\data\cropped-by-semantic-tag\2500.png
2501,h3,..\..\..\data\cropped-by-semantic-tag\2501.png
2502,h3,..\..\..\data\cropped-by-semantic-tag\2502.png
2503,h2,..\..\..\data\cropped-by-semantic-tag\2503.png
2504,button,..\..\..\data\cropped-by-semantic-tag\2504.png
2505,header,..\..\..\data\cropped-by-semantic-tag\2505.png
2506,a,..\..\..\data\cropped-by-semantic-tag\2506.png
2507,a,..\..\..\data\cropped-by-semantic-tag\2507.png
2508,header,..\..\..\data\cropped-by-semantic-tag\2508.png
2509,h2,..\..\..\data\cropped-by-semantic-tag\2509.png
2510,button,..\..\..\data\cropped-by-semantic-tag\2510.png
2511,button,..\..\..\data\cropped-by-semantic-tag\2511.png
2512,header,..\..\..\data\cropped-by-semantic-tag\2512.png
2513,header,..\..\..\data\cropped-by-semantic-tag\2513.png
2514,h2,..\..\..\data\cropped-by-semantic-tag\2514.png
2515,a,..\..\..\data\cropped-by-semantic-tag\2515.png
2516,a,..\..\..\data\cropped-by-semantic-tag\2516.png
2517,a,..\..\..\data\cropped-by-semantic-tag\2517.png
2518,a,..\..\..\data\cropped-by-semantic-tag\2518.png
2519,a,..\..\..\data\cropped-by-semantic-tag\2519.png
2520,a,..\..\..\data\cropped-by-semantic-tag\2520.png
2521,a,..\..\..\data\cropped-by-semantic-tag\2521.png
2522,a,..\..\..\data\cropped-by-semantic-tag\2522.png
2523,a,..\..\..\data\cropped-by-semantic-tag\2523.png
2524,h2,..\..\..\data\cropped-by-semantic-tag\2524.png
2525,h2,..\..\..\data\cropped-by-semantic-tag\2525.png
2526,h3,..\..\..\data\cropped-by-semantic-tag\2526.png
2527,h3,..\..\..\data\cropped-by-semantic-tag\2527.png
2528,h2,..\..\..\data\cropped-by-semantic-tag\2528.png
2529,h2,..\..\..\data\cropped-by-semantic-tag\2529.png
2530,h3,..\..\..\data\cropped-by-semantic-tag\2530.png
2531,a,..\..\..\data\cropped-by-semantic-tag\2531.png
2532,h3,..\..\..\data\cropped-by-semantic-tag\2532.png
2533,form,..\..\..\data\cropped-by-semantic-tag\2533.png
2534,footer,..\..\..\data\cropped-by-semantic-tag\2534.png
2535,h3,..\..\..\data\cropped-by-semantic-tag\2535.png
2536,h3,..\..\..\data\cropped-by-semantic-tag\2536.png
2537,h3,..\..\..\data\cropped-by-semantic-tag\2537.png
2538,h3,..\..\..\data\cropped-by-semantic-tag\2538.png
2539,button,..\..\..\data\cropped-by-semantic-tag\2539.png
2540,a,..\..\..\data\cropped-by-semantic-tag\2540.png
2541,a,..\..\..\data\cropped-by-semantic-tag\2541.png
2542,header,..\..\..\data\cropped-by-semantic-tag\2542.png
2543,form,..\..\..\data\cropped-by-semantic-tag\2543.png
2544,input,..\..\..\data\cropped-by-semantic-tag\2544.png
2545,button,..\..\..\data\cropped-by-semantic-tag\2545.png
2546,a,..\..\..\data\cropped-by-semantic-tag\2546.png
2547,header,..\..\..\data\cropped-by-semantic-tag\2547.png
2548,h2,..\..\..\data\cropped-by-semantic-tag\2548.png
2549,header,..\..\..\data\cropped-by-semantic-tag\2549.png
2550,h1,..\..\..\data\cropped-by-semantic-tag\2550.png
2551,h2,..\..\..\data\cropped-by-semantic-tag\2551.png
2552,h3,..\..\..\data\cropped-by-semantic-tag\2552.png
2553,a,..\..\..\data\cropped-by-semantic-tag\2553.png
2554,button,..\..\..\data\cropped-by-semantic-tag\2554.png
2555,button,..\..\..\data\cropped-by-semantic-tag\2555.png
2556,a,..\..\..\data\cropped-by-semantic-tag\2556.png
2557,button,..\..\..\data\cropped-by-semantic-tag\2557.png
2558,a,..\..\..\data\cropped-by-semantic-tag\2558.png
2559,button,..\..\..\data\cropped-by-semantic-tag\2559.png
2560,button,..\..\..\data\cropped-by-semantic-tag\2560.png
2561,h2,..\..\..\data\cropped-by-semantic-tag\2561.png
2562,form,..\..\..\data\cropped-by-semantic-tag\2562.png
2563,input,..\..\..\data\cropped-by-semantic-tag\2563.png
2564,input,..\..\..\data\cropped-by-semantic-tag\2564.png
2565,input,..\..\..\data\cropped-by-semantic-tag\2565.png
2566,input,..\..\..\data\cropped-by-semantic-tag\2566.png
2567,input,..\..\..\data\cropped-by-semantic-tag\2567.png
2568,input,..\..\..\data\cropped-by-semantic-tag\2568.png
2569,input,..\..\..\data\cropped-by-semantic-tag\2569.png
2570,input,..\..\..\data\cropped-by-semantic-tag\2570.png
2571,input,..\..\..\data\cropped-by-semantic-tag\2571.png
2572,input,..\..\..\data\cropped-by-semantic-tag\2572.png
2573,input,..\..\..\data\cropped-by-semantic-tag\2573.png
2574,button,..\..\..\data\cropped-by-semantic-tag\2574.png
2575,button,..\..\..\data\cropped-by-semantic-tag\2575.png
2576,h2,..\..\..\data\cropped-by-semantic-tag\2576.png
2577,a,..\..\..\data\cropped-by-semantic-tag\2577.png
2578,input,..\..\..\data\cropped-by-semantic-tag\2578.png
2579,header,..\..\..\data\cropped-by-semantic-tag\2579.png
2580,h1,..\..\..\data\cropped-by-semantic-tag\2580.png
2581,h2,..\..\..\data\cropped-by-semantic-tag\2581.png
2582,header,..\..\..\data\cropped-by-semantic-tag\2582.png
2583,h1,..\..\..\data\cropped-by-semantic-tag\2583.png
2584,h4,..\..\..\data\cropped-by-semantic-tag\2584.png
2585,h3,..\..\..\data\cropped-by-semantic-tag\2585.png
2586,h3,..\..\..\data\cropped-by-semantic-tag\2586.png
2587,footer,..\..\..\data\cropped-by-semantic-tag\2587.png
